iteration,unified_error,dT,dP,dQ,Q_total,energy_imbalance,damping
213,0.0012584221204656235,0.000154164009108245,0.0001513508505486446,0.002916215866781492,100232.09837169806,3.9184863855682007e-07,0.5
214,0.001349431879462386,0.00018435564834822497,7.577032809631462e-05,0.0031513388862595827,100223.67475315213,4.0824412372979176e-07,0.425
215,0.001429391166387364,0.0001815832812794652,6.10335880765931e-05,0.0033613778406506485,100215.07570363535,4.0120065365718105e-07,0.36124999999999996
216,0.001478298233940718,0.00017893794955040426,8.18466221286658e-05,0.003475884324237058,100207.73152960475,3.506517641986713e-07,0.37208749999999996
217,0.0015457756496511986,0.00021523016784961093,9.596766721107717e-05,0.003601225122672847,100199.3823001517,3.574809370572597e-07,0.38325012499999994
218,0.0016266633924128158,0.0002461759138963605,0.0001104232867823775,0.00376527092374449,100189.29266321484,3.9656048530302557e-07,0.3257626062499999
219,0.0016364919007281463,0.00022217470109777923,0.00013130660129812545,0.0038034017500735238,100180.93350831268,3.208885728768107e-07,0.3355354844374999
220,0.001609817287055092,0.0002456019386598961,0.00015702107685107187,0.0037004307405522976,100174.84472091692,2.3006021682555569e-07,0.34560154897062495
221,0.00161556017711805,0.00026403012091680907,0.00016747823521658095,0.0036911312042700256,100166.16326645199,2.000244262367226e-07,0.3559695954397437
222,0.0016177591366590832,0.0002791118012643728,0.00017488720304912865,0.003677842438858771,100156.79028408333,1.751372729409825e-07,0.36664868330293604
223,0.0015720377806651988,0.0002860439222907937,0.00018764135744271383,0.003550229850650847,100149.18946578124,1.1960797600829975e-07,0.3776481438020241
224,0.0014985399145702,0.00028495282435112446,0.00019911024569265262,0.0033618418392280494,100142.46295362023,7.781421306418007e-08,0.38897758811608485
225,0.0014299488192160968,0.00028079595260917267,0.000202489007728643,0.0031928315915667476,100134.97105502166,5.0822536845458216e-08,0.4006469157595674
226,0.0013779322407849889,0.00027502652009637443,0.00020182676670107503,0.003068890698515561,100127.42059353847,3.442314939245395e-08,0.4126663232323544
227,0.0013574352962861564,0.0002660543709656257,0.00020175077389918047,0.0030266584828001746,100120.91643993597,3.577085862146522e-08,0.42504631292932504
228,0.001333825938029948,0.0002547856639540868,0.0002000804874107856,0.002979738937415391,100114.84507039297,4.975166742321319e-08,0.43779770231720483
229,0.0013173642897238826,0.00024344675917049397,0.0001959691493458031,0.002951979390466311,100108.56033774675,6.20234193471404e-08,0.450931633386721
230,0.0012958148586908142,0.00023213941559074977,0.0001933316988584649,0.002910731881707053,100102.54151704557,8.242193226207457e-08,0.46445958238832263
231,0.0012773605691967682,0.00022062212808557764,0.0001940208716397516,0.0028757688590864672,100096.92162796721,1.1128830010565845e-07,0.47839336985997233
232,0.0012637993801730492,0.0002097912831364956,0.00019745279851842882,0.002850980768036913,100091.21543054521,1.2994484419561777e-07,0.4927451709557715
233,0.0012525927271455361,0.00020047745101831833,0.00020505717537071765,0.002828475779160163,100085.4251786759,1.4072502258140274e-07,0.5
234,0.001249868146151111,0.00018906259009510677,0.00021817668476105403,0.0028265194329021442,100079.68609861331,1.4749175709665797e-07,0.5
235,0.001252884689289329,0.00017959045305656742,0.00023557335829246584,0.002834834591020522,100073.86166207079,1.459578280304489e-07,0.5
236,0.0012607429486172674,0.00017483819055338389,0.00025617440865769277,0.0028489319766609386,100067.88069356635,1.3722201357317206e-07,0.5
237,0.0012800998153031343,0.00017412899418921903,0.0002804078785700803,0.0028859166047835766,100061.76223606973,1.2389867926436437e-07,0.5
238,0.001315731407475479,0.00019855610695390416,0.0003078668495005674,0.00293683898698451,100055.4935587804,1.0679313645542415e-07,0.5
239,0.0013530726355477569,0.0002231973990695997,0.00033756523393988744,0.0029907015728298488,100049.0542832552,8.695099525027983e-08,0.5
240,0.0013982266901289033,0.0002470541944883966,0.0003684732129170817,0.0030642759243753206,100042.50525213906,6.765431111931812e-08,0.5
241,0.0014467233489120987,0.0002685766847858637,0.00039930617208773674,0.0031485786014505144,100035.89648555579,5.0314467064353755e-08,0.5
242,0.001491601800312586,0.00028600474954242126,0.0004287538819054341,0.0032286228102863268,100029.2768924885,3.593396173143279e-08,0.5
243,0.0015314510048885003,0.0002990180500370294,0.0004556916164865331,0.003301763653940955,100022.72100213448,2.452297637188276e-08,0.5
244,0.0015650788567072263,0.0003073872794588867,0.0004791153678577102,0.003365752178380324,100016.29680432161,1.65366917541303e-08,0.5
245,0.00159163146580674,0.0003113836843960294,0.0004982150858954688,0.003418587437173086,100010.06907044898,1.1115103407272111e-08,0.5
246,0.00161017004699407,0.0003109540542707982,0.0005124254397142356,0.003458258343357259,100004.10575017061,7.747689091518324e-09,0.5
247,0.0016202000866340014,0.0003066203801198834,0.0005213886819951324,0.003483185495467554,99998.4664891645,5.5444083818567555e-09,0.5
248,0.0016214593143144755,0.00029899214613201235,0.0005249603310810001,0.0034921759741136766,99993.20321295565,4.2980256673671315e-09,0.5
249,0.0016140268519486954,0.00028911094391478415,0.0005232026204504086,0.0034843548757317495,99988.36136992113,3.6229463344410092e-09,0.5
250,0.001597667250508043,0.000276695455281307,0.0005163493925669545,0.003459297974705323,99983.97602764517,3.4553529830037895e-09,0.5
251,0.0015726630048368332,0.0002622728397195532,0.0005047839396723294,0.0034169927025363657,99980.07224753474,4.010870555837123e-09,0.5
252,0.0015394721639768495,0.00024638464832865334,0.000489011868827303,0.003357789827199819,99976.66575240447,5.370604319156781e-09,0.5
253,0.001498713327475898,0.00022956164629191558,0.00046962580475242354,0.0032824087700216178,99973.76225882325,7.714830306547057e-09,0.5
254,0.0014511676490985383,0.00021239990396623918,0.00044727574143084637,0.0031918813480646836,99971.35840582625,1.1358520167571589e-08,0.5
255,0.00139773467634045,0.00019550148680122452,0.0004226360514665913,0.003087517178316605,99969.4421904373,1.6032713372593634e-08,0.5
256,0.001339375347803885,0.00017946807748150988,0.0003963856326586439,0.0029707774756988804,99967.99584150499,2.1734071188099522e-08,0.5
257,0.001277143481640672,0.00016498682131382397,0.0003691767763078559,0.0028432834946339274,99966.9953652711,2.805675240704006e-08,0.5
258,0.0012120841729957239,0.00015262320235755024,0.000341611587813182,0.0027067814362251685,99966.41121293599,3.4487341154361077e-08,0.5
259,0.001145123863055143,0.00014268093549233722,0.0003142318551799077,0.0025630127945555662,99966.21146203802,4.062397435352791e-08,0.5
260,0.0010770830790709357,0.00013525575188920924,0.0002875013780563417,0.0024137012567599595,99966.36214722549,4.5892387239212705e-08,0.5
261,0.001008578880145253,0.00013003666359735715,0.0002617972019089722,0.002260511935811289,99966.82833469711,4.9832581911754333e-08,0.5
262,0.0009401076505420632,0.0001265755411929235,0.00023740766687921526,0.0021049897517226267,99967.57579953455,5.222667388756827e-08,0.5
